Pokemon_1,Objeto_1,Habilidad_1,Teratipo_1,Mov1_1,Mov2_1,Mov3_1,Mov4_1,Pokemon_2,Objeto_2,Habilidad_2,Teratipo_2,Mov1_2,Mov2_2,Mov3_2,Mov4_2,Pokemon_3,Objeto_3,Habilidad_3,Teratipo_3,Mov1_3,Mov2_3,Mov3_3,Mov4_3,Pokemon_4,Objeto_4,Habilidad_4,Teratipo_4,Mov1_4,Mov2_4,Mov3_4,Mov4_4,Pokemon_5,Objeto_5,Habilidad_5,Teratipo_5,Mov1_5,Mov2_5,Mov3_5,Mov4_5,Pokemon_6,Objeto_6,Habilidad_6,Teratipo_6,Mov1_6,Mov2_6,Mov3_6,Mov4_6,Archetype
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Follow Me,Spiky Shield,Horn Leech,Iron Moth,Booster Energy,Quark Drive,Water,Protect,Heat Wave,Tera Blast,Dazzling Gleam,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,U-turn,Fake Out,Wood Hammer,Sylveon,Leftovers,Pixilate,Fire,Protect,Calm Mind,Tera Blast,Hyper Voice,Incineroar,Safety Goggles,Intimidate,Dragon,Flare Blitz,Fake Out,Parting Shot,Knock Off,Farigiraf,Rocky Helmet,Armor Tail,Fairy,Protect,Psychic,Hyper Voice,Trick Room,0
Amoonguss,Rocky Helmet,Regenerator,Water,Protect,Spore,Rage Powder,Pollen Puff,Incineroar,Safety Goggles,Intimidate,Ghost,Fake Out,Parting Shot,Knock Off,Flare Blitz,Gholdengo,Choice Specs,Good as Gold,Fairy,Shadow Ball,Make It Rain,Trick,Nasty Plot,Ting-Lu,Assault Vest,Vessel of Ruin,Fairy,Throat Chop,Stomping Tantrum,Tera Blast,Heavy Slam,Kommo-o,Leftovers,Overcoat,Steel,Protect,Iron Defense,Body Press,Iron Head,Porygon2,Eviolite,Download,Poison,Recover,Ice Beam,Tera Blast,Trick Room,37
Amoonguss,Rocky Helmet,Regenerator,Steel,Spore,Rage Powder,Pollen Puff,Protect,Archaludon,Assault Vest,Stamina,Fairy,Body Press,Electro Shot,Heavy Slam,Dragon Pulse,Pelipper,Focus Sash,Drizzle,Stellar,Tailwind,Hurricane,Wide Guard,Weather Ball,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Grass,Surging Strikes,Aqua Jet,Close Combat,U-turn,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect,Landorus,Life Orb,Sheer Force,Steel,Protect,Earth Power,Sludge Bomb,Sandsear Storm,22
Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Electroweb,Snarl,Dragon Pulse,Landorus,Life Orb,Sheer Force,Steel,Substitute,Earth Power,Sludge Bomb,Protect,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Heat Wave,Dark Pulse,Overheat,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Dazzling Gleam,Icy Wind,Urshifu,Focus Sash,Unseen Fist,Dark,Sucker Punch,Detect,Wicked Blow,Close Combat,4
Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Farigiraf,Sitrus Berry,Armor Tail,Fire,Psychic,Dazzling Gleam,Helping Hand,Trick Room,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Iron Hands,Clear Amulet,Quark Drive,Grass,Close Combat,Wild Charge,Heavy Slam,Fake Out,2
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Tornadus,Rocky Helmet,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,Incineroar,Sitrus Berry,Intimidate,Ghost,Fake Out,Parting Shot,Flare Blitz,Knock Off,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Snarl,Draco Meteor,Thunderclap,Urshifu,Focus Sash,Unseen Fist,Dark,Close Combat,Wicked Blow,Sucker Punch,Protect,4
Grimmsnarl,Light Clay,Prankster,Steel,Spirit Break,Thunder Wave,Reflect,Light Screen,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Swords Dance,Spiky Shield,Okidogi,Assault Vest,Guard Dog,Water,Gunk Shot,Drain Punch,High Horsepower,Upper Hand,Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Tailwind,Protect,Gholdengo,Sitrus Berry,Good as Gold,Dragon,Make It Rain,Shadow Ball,Nasty Plot,Protect,Entei,Choice Band,Inner Focus,Fairy,Sacred Fire,Extreme Speed,Stone Edge,Flare Blitz,30
Tornadus,Rocky Helmet,Prankster,Ghost,Protect,Bleakwind Storm,Tailwind,Scary Face,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Protect,Hyper Voice,Blood Moon,Earth Power,Rillaboom,Assault Vest,Grassy Surge,Poison,Fake Out,Grassy Glide,Wood Hammer,U-turn,Urshifu,Focus Sash,Unseen Fist,Dark,Protect,Wicked Blow,Sucker Punch,Close Combat,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Swords Dance,Grassy Glide,Ivy Cudgel,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Helping Hand,Trick Room,Psychic,Dazzling Gleam,0
Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Regidrago,Dragon Fang,Dragon's Maw,Steel,Dragon Energy,Draco Meteor,Tera Blast,Protect,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Close Combat,Aqua Jet,U-turn,Tornadus,Focus Sash,Prankster,Steel,Bleakwind Storm,Tailwind,Rain Dance,Protect,6
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Iron Head,Protect,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Breaking Swipe,Heat Crash,Howl,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Rage Powder,Pollen Puff,Clear Smog,Dragonite,Assault Vest,Inner Focus,Normal,Extreme Speed,Aerial Ace,Stomping Tantrum,Thunder Punch,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sucker Punch,Sacred Sword,Protect,10
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Rillaboom,Miracle Seed,Grassy Surge,Grass,Wood Hammer,Grassy Glide,Taunt,Fake Out,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Snarl,Dragon Pulse,Thunderclap,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,Cresselia,Safety Goggles,Levitate,Poison,Ice Beam,Lunar Blessing,Skill Swap,Trick Room,Registeel,Leftovers,Clear Body,Water,Heavy Slam,Body Press,Iron Defense,Protect,28
Rillaboom,Miracle Seed,Grassy Surge,Grass,Fake Out,Wood Hammer,Grassy Glide,High Horsepower,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Breaking Swipe,Heat Crash,Howl,Burning Bulwark,Kingambit,Assault Vest,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Iron Head,Low Kick,Chien-Pao,Focus Sash,Sword of Ruin,Stellar,Icicle Crash,Sucker Punch,Sacred Sword,Protect,3
Armarouge,Life Orb,Flash Fire,Psychic,Expanding Force,Heat Wave,Trick Room,Protect,Ogerpon-Cornerstone,Cornerstone Mask,Sturdy,Rock,Wood Hammer,Ivy Cudgel,Follow Me,Spiky Shield,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Helping Hand,Follow Me,Trick Room,Kingambit,Dread Plate,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Low Kick,Swords Dance,Gallade,Clear Amulet,Sharpness,Grass,Sacred Sword,Psycho Cut,Trick Room,Wide Guard,Torkoal,Choice Specs,Drought,Fire,Eruption,Weather Ball,Heat Wave,Earth Power,36
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Icy Wind,Taunt,Protect,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Electroweb,Thunderclap,Snarl,Draco Meteor,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Rock Slide,Head Smash,Flare Blitz,Extreme Speed,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,4
Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Fake Out,Grassy Glide,High Horsepower,Landorus,Life Orb,Sheer Force,Steel,Earth Power,Sludge Bomb,Calm Mind,Protect,Regieleki,Choice Specs,Transistor,Ice,Thunderbolt,Volt Switch,Electroweb,Tera Blast,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield,Farigiraf,Throat Spray,Armor Tail,Fairy,Psychic,Hyper Voice,Trick Room,Protect,Araquanid,Clear Amulet,Water Bubble,Water,Liquidation,Leech Life,Wide Guard,Protect,0
Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Icy Wind,Incineroar,Sitrus Berry,Intimidate,Fairy,Knock Off,Flare Blitz,Parting Shot,Fake Out,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Draco Meteor,Electroweb,Snarl,Volcarona,Leftovers,Flame Body,Dragon,Heat Wave,Giga Drain,Quiver Dance,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Landorus,Choice Scarf,Sheer Force,Ghost,Earth Power,Sludge Bomb,Sandsear Storm,U-turn,0
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Raging Bolt,Assault Vest,Protosynthesis,Electric,Thunderbolt,Snarl,Thunderclap,Draco Meteor,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Rage Powder,Protect,Pollen Puff,Roaring Moon,Booster Energy,Protosynthesis,Flying,Knock Off,Acrobatics,Protect,Dragon Dance,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Shadow Ball,Moonblast,Perish Song,Incineroar,Safety Goggles,Intimidate,Ghost,Parting Shot,Flare Blitz,Fake Out,Will-O-Wisp,7
Urshifu-Rapid-Strike,Choice Band,Unseen Fist,Poison,Surging Strikes,Close Combat,Poison Jab,U-turn,Ursaluna,Flame Orb,Guts,Fairy,Earthquake,Facade,Headlong Rush,Protect,Tornadus,Focus Sash,Prankster,Steel,Bleakwind Storm,Icy Wind,Tailwind,Protect,Amoonguss,Sitrus Berry,Regenerator,Water,Spore,Sludge Bomb,Rage Powder,Protect,Roaring Moon,Booster Energy,Protosynthesis,Flying,Acrobatics,Knock Off,Dragon Dance,Protect,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Follow Me,Trick Room,Helping Hand,0
Gouging Fire,Booster Energy,Protosynthesis,Fairy,Burning Bulwark,Howl,Breaking Swipe,Heat Crash,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Flutter Mane,Focus Sash,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,High Horsepower,Fake Out,3
Kingambit,Black Glasses,Defiant,Dragon,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Rillaboom,Miracle Seed,Grassy Surge,Ghost,Grassy Glide,Wood Hammer,Taunt,Fake Out,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Spiky Shield,Follow Me,Gouging Fire,Booster Energy,Protosynthesis,Fairy,Heat Crash,Breaking Swipe,Howl,Burning Bulwark,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Shadow Ball,Icy Wind,3
Ting-Lu,Assault Vest,Vessel of Ruin,Poison,Stomping Tantrum,Snarl,Ruination,Heavy Slam,Kommo-o,Leftovers,Overcoat,Steel,Body Press,Iron Head,Iron Defense,Protect,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Spore,Rage Powder,Clear Smog,Porygon2,Eviolite,Download,Poison,Tera Blast,Ice Beam,Recover,Trick Room,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Perish Song,Incineroar,Safety Goggles,Intimidate,Ghost,Flare Blitz,Knock Off,Parting Shot,Fake Out,37
Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,Gholdengo,Leftovers,Good as Gold,Fairy,Make It Rain,Shadow Ball,Nasty Plot,Protect,Iron Bundle,Booster Energy,Quark Drive,Ghost,Icy Wind,Freeze-Dry,Encore,Protect,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Flare Blitz,Knock Off,Parting Shot,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,32
Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Parting Shot,Fake Out,Cresselia,Safety Goggles,Levitate,Fairy,Moonblast,Trick Room,Lunar Blessing,Skill Swap,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Taunt,Spiky Shield,Registeel,Leftovers,Clear Body,Water,Body Press,Heavy Slam,Protect,Iron Defense,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Detect,Close Combat,Sucker Punch,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Snarl,Dragon Pulse,Thunderbolt,28
Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderbolt,Draco Meteor,Thunderclap,Snarl,Incineroar,Sitrus Berry,Intimidate,Grass,Flare Blitz,Knock Off,Fake Out,Parting Shot,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Tornadus,Rocky Helmet,Prankster,Steel,Protect,Bleakwind Storm,Rain Dance,Tailwind,Gholdengo,Leftovers,Good as Gold,Fairy,Protect,Make It Rain,Shadow Ball,Nasty Plot,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Wicked Blow,Close Combat,Sucker Punch,4
Flutter Mane,Booster Energy,Protosynthesis,Grass,Moonblast,Calm Mind,Shadow Ball,Protect,Farigiraf,Throat Spray,Armor Tail,Fairy,Hyper Voice,Psychic,Protect,Trick Room,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Close Combat,U-turn,Surging Strikes,Aqua Jet,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Spiky Shield,Ivy Cudgel,Swords Dance,Grassy Glide,Rillaboom,Assault Vest,Grassy Surge,Fire,Wood Hammer,Grassy Glide,U-turn,Fake Out,Incineroar,Sitrus Berry,Intimidate,Grass,Fake Out,Parting Shot,Flare Blitz,Knock Off,1
Tornadus,Rocky Helmet,Prankster,Ghost,Tailwind,Bleakwind Storm,Taunt,Protect,Farigiraf,Sitrus Berry,Armor Tail,Fire,Helping Hand,Psychic,Trick Room,Dazzling Gleam,Urshifu,Focus Sash,Unseen Fist,Stellar,Wicked Blow,Sucker Punch,Close Combat,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Spiky Shield,Stomping Tantrum,Iron Hands,Clear Amulet,Quark Drive,Fire,Heavy Slam,Close Combat,Fake Out,Wild Charge,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Earth Power,Protect,Hyper Voice,2
Regidrago,Dragon Fang,Dragon's Maw,Ghost,Dragon Energy,Draco Meteor,Earth Power,Protect,Rillaboom,Assault Vest,Grassy Surge,Fire,Grassy Glide,Wood Hammer,High Horsepower,Fake Out,Gholdengo,Choice Specs,Good as Gold,Steel,Make It Rain,Shadow Ball,Focus Blast,Trick,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Grassy Glide,Follow Me,Spiky Shield,Tornadus,Focus Sash,Prankster,Dragon,Bleakwind Storm,Icy Wind,Tailwind,Protect,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Water,Surging Strikes,Aqua Jet,Close Combat,U-turn,38
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Icy Wind,Tailwind,Taunt,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Blood Moon,Hyper Voice,Earth Power,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Psychic,Dazzling Gleam,Helping Hand,Trick Room,Iron Hands,Clear Amulet,Quark Drive,Grass,Close Combat,Wild Charge,Heavy Slam,Fake Out,2
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Taunt,Icy Wind,Moonblast,Landorus,Life Orb,Sheer Force,Poison,Protect,Substitute,Sludge Bomb,Earth Power,Urshifu,Focus Sash,Unseen Fist,Dark,Detect,Sucker Punch,Wicked Blow,Close Combat,Raging Bolt,Assault Vest,Protosynthesis,Fairy,Snarl,Electroweb,Thunderclap,Draco Meteor,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Extreme Speed,Rock Slide,Flare Blitz,Head Smash,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Follow Me,Horn Leech,Ivy Cudgel,4
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Protect,Moonblast,Shadow Ball,Calm Mind,Incineroar,Sitrus Berry,Intimidate,Grass,Knock Off,Flare Blitz,Fake Out,Parting Shot,Archaludon,Assault Vest,Stamina,Fairy,Electro Shot,Dragon Pulse,Heavy Slam,Body Press,Pelipper,Focus Sash,Drizzle,Ghost,Hurricane,Weather Ball,Tailwind,Wide Guard,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Ivy Cudgel,Horn Leech,Follow Me,Amoonguss,Rocky Helmet,Regenerator,Water,Spore,Pollen Puff,Rage Powder,Clear Smog,0
Porygon2,Eviolite,Download,Ghost,Tera Blast,Ice Beam,Recover,Trick Room,Incineroar,Safety Goggles,Intimidate,Dragon,Fake Out,Flare Blitz,Helping Hand,Parting Shot,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Shadow Ball,Dazzling Gleam,Perish Song,Araquanid,Clear Amulet,Water Bubble,Grass,Liquidation,Leech Life,Wide Guard,Protect,Amoonguss,Sitrus Berry,Regenerator,Water,Pollen Puff,Rage Powder,Spore,Protect,Landorus,Life Orb,Sheer Force,Poison,Earth Power,Sludge Bomb,Substitute,Protect,0
Dragonite,Choice Band,Inner Focus,Normal,Outrage,Aerial Ace,Stomping Tantrum,Extreme Speed,Tatsugiri,Choice Scarf,Commander,Steel,Draco Meteor,Muddy Water,Icy Wind,Dragon Pulse,Chien-Pao,Focus Sash,Sword of Ruin,Ghost,Ice Spinner,Sacred Sword,Sucker Punch,Protect,Ogerpon,Covert Cloak,Defiant,Grass,Ivy Cudgel,Superpower,Follow Me,Spiky Shield,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Mortal Spin,Spiky Shield,Dondozo,Rocky Helmet,Unaware,Grass,Wave Crash,Order Up,Earthquake,Protect,27
Chi-Yu,Choice Specs,Beads of Ruin,Fire,Heat Wave,Dark Pulse,Overheat,Snarl,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Ivy Cudgel,Horn Leech,Follow Me,Spiky Shield,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Moonblast,Icy Wind,Protect,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Detect,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Sunny Day,Tailwind,Protect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,4
Chi-Yu,Choice Scarf,Beads of Ruin,Ghost,Overheat,Heat Wave,Dark Pulse,Snarl,Iron Hands,Assault Vest,Quark Drive,Grass,Drain Punch,Wild Charge,Heavy Slam,Fake Out,Tatsugiri,Focus Sash,Commander,Water,Draco Meteor,Muddy Water,Taunt,Protect,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Shadow Ball,Icy Wind,Protect,Dondozo,Rocky Helmet,Unaware,Steel,Wave Crash,Order Up,Earthquake,Protect,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,0
Roaring Moon,Booster Energy,Protosynthesis,Flying,Acrobatics,Knock Off,Tailwind,Protect,Flutter Mane,Fairy Feather,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Icy Wind,Protect,Amoonguss,Rocky Helmet,Regenerator,Fairy,Spore,Rage Powder,Pollen Puff,Protect,Entei,Assault Vest,Inner Focus,Grass,Sacred Fire,Extreme Speed,Stomping Tantrum,Snarl,Grimmsnarl,Light Clay,Prankster,Ghost,Spirit Break,Light Screen,Reflect,Thunder Wave,Urshifu-Rapid-Strike,Mystic Water,Unseen Fist,Steel,Surging Strikes,Close Combat,Aqua Jet,Detect,0
Raging Bolt,Assault Vest,Protosynthesis,Fairy,Thunderclap,Dragon Pulse,Snarl,Electroweb,Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Detect,Tornadus,Rocky Helmet,Prankster,Ghost,Bleakwind Storm,Tailwind,Taunt,Protect,Amoonguss,Sitrus Berry,Regenerator,Fairy,Spore,Pollen Puff,Worry Seed,Rage Powder,Flutter Mane,Choice Specs,Protosynthesis,Fairy,Moonblast,Icy Wind,Dazzling Gleam,Shadow Ball,Arcanine-Hisui,Choice Band,Intimidate,Fairy,Flare Blitz,Rock Slide,Extreme Speed,Head Smash,13
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Close Combat,Sucker Punch,Protect,Ogerpon-Hearthflame,Hearthflame Mask,Mold Breaker,Fire,Ivy Cudgel,Wood Hammer,Follow Me,Spiky Shield,Iron Hands,Clear Amulet,Quark Drive,Grass,Fake Out,Wild Charge,Close Combat,Heavy Slam,Farigiraf,Sitrus Berry,Armor Tail,Fairy,Imprison,Trick Room,Dazzling Gleam,Helping Hand,Ursaluna-Bloodmoon,Life Orb,Mind’s Eye,Normal,Hyper Voice,Blood Moon,Earth Power,Protect,Tornadus,Covert Cloak,Prankster,Steel,Bleakwind Storm,Taunt,Tailwind,Icy Wind,2
Urshifu,Focus Sash,Unseen Fist,Dark,Wicked Blow,Sucker Punch,Close Combat,Protect,Ogerpon-Wellspring,Wellspring Mask,Water Absorb,Water,Spiky Shield,Horn Leech,Follow Me,Ivy Cudgel,Flutter Mane,Booster Energy,Protosynthesis,Fairy,Moonblast,Dazzling Gleam,Shadow Ball,Protect,Tornadus,Rocky Helmet,Prankster,Steel,Taunt,Tailwind,Protect,Bleakwind Storm,Glimmora,Power Herb,Toxic Debris,Grass,Meteor Beam,Sludge Bomb,Earth Power,Spiky Shield,Chi-Yu,Choice Specs,Beads of Ruin,Ghost,Overheat,Heat Wave,Snarl,Dark Pulse,4
Gallade,Clear Amulet,Sharpness,Fire,Sacred Sword,Psycho Cut,Trick Room,Wide Guard,Hatterene,Life Orb,Magic Bounce,Fire,Expanding Force,Dazzling Gleam,Trick Room,Protect,Iron Crown,Booster Energy,Quark Drive,Water,Expanding Force,Tachyon Cutter,Tera Blast,Protect,Torkoal,Choice Specs,Drought,Fire,Eruption,Flamethrower,Solar Beam,Earth Power,Kingambit,Black Glasses,Defiant,Dark,Kowtow Cleave,Sucker Punch,Swords Dance,Protect,Indeedee-F,Rocky Helmet,Psychic Surge,Fairy,Dazzling Gleam,Helping Hand,Follow Me,Trick Room,0
Indeedee-F,Rocky Helmet,Psychic Surge,Fire,Dazzling Gleam,Follow Me,Helping Hand,Trick Room,Hatterene,Life Orb,Magic Bounce,Psychic,Dazzling Gleam,Expanding Force,Trick Room,Protect,Ursaluna,Flame Orb,Guts,Normal,Facade,Headlong Rush,Swords Dance,Protect,Gallade,Clear Amulet,Sharpness,Grass,Psycho Cut,Sacred Sword,Trick Room,Wide Guard,Torkoal,Charcoal,Drought,Fire,Flamethrower,Eruption,Earth Power,Protect,Lilligant-Hisui,Focus Sash,Chlorophyll,Ghost,After You,Close Combat,Solar Blade,Sleep Powder,24
Flutter Mane,Booster Energy,Protosynthesis,Fairy,Dazzling Gleam,Protect,Taunt,Icy Wind,Archaludon,Assault Vest,Stamina,Grass,Body Press,Electro Shot,Heavy Slam,Dragon Pulse,Pelipper,Focus Sash,Drizzle,Flying,Tailwind,Hurricane,Wide Guard,Weather Ball,Amoonguss,Sitrus Berry,Regenerator,Dark,Rage Powder,Protect,Pollen Puff,Spore,Urshifu-Rapid-Strike,Choice Scarf,Unseen Fist,Steel,Close Combat,U-turn,Surging Strikes,Aqua Jet,Baxcalibur,Clear Amulet,Thermal Exchange,Poison,Icicle Crash,Protect,Glaive Rush,Ice Shard,14
